"","TRINITY_ID","scaffold","t_start","t_end","strand"
"1621","TRINITY_DN67363_c0_g1_i1","MA_53054","3919","4907","+"
"1622","TRINITY_DN67624_c0_g1_i1","MA_18836","18632","19766","+"
"1623","TRINITY_DN67637_c0_g1_i1","MA_10435779","6199","7608","+"
"1624","TRINITY_DN67893_c1_g1_i1","MA_100138","23182","23542","-"
"1625","TRINITY_DN68670_c0_g2_i1","MA_83091","8844","9667","-"
"1626","TRINITY_DN68670_c0_g2_i2","MA_83091","8844","9667","-"
"1627","TRINITY_DN68787_c0_g1_i1","MA_10370593","8095","8385","-"
"1628","TRINITY_DN69105_c0_g1_i1","MA_98515","10535","11511","+"
"1629","TRINITY_DN69924_c0_g1_i1","MA_9382","25528","26585","-"
"1630","TRINITY_DN70261_c0_g1_i1","MA_13266","55056","56296","-"
"1631","TRINITY_DN70231_c0_g1_i1","MA_10436579","39014","39947","+"
"1632","TRINITY_DN70231_c0_g1_i2","MA_10436579","39014","39947","+"
"1633","TRINITY_DN70379_c0_g1_i1","MA_10692|MA_10692","46111|46267","46424|46431","+|+"
"1634","TRINITY_DN70589_c0_g1_i1","MA_114708","11222","12182","-"
"1635","TRINITY_DN70548_c4_g1_i1","MA_76812","16476","17280","-"
"1636","TRINITY_DN70765_c0_g1_i1","MA_42064|MA_81185","27053|7794","27400|7915","-|-"
"1637","TRINITY_DN71105_c0_g1_i1","MA_95356","18590","20058","-"
"1638","TRINITY_DN71366_c1_g1_i1","MA_15311","36327","37057","+"
"1639","TRINITY_DN71371_c0_g2_i1","MA_10325005","30954","31631","-"
"1640","TRINITY_DN71429_c0_g2_i1","MA_18493","35960","37187","+"
"1641","TRINITY_DN71457_c0_g1_i1","MA_19072","20900","21617","-"
"1642","TRINITY_DN72089_c0_g2_i1","MA_5555","20646","21372","-"
"1643","TRINITY_DN72232_c0_g1_i1","MA_23076","12076","13425","+"
"1644","TRINITY_DN72340_c1_g1_i1","MA_10435486","39383","41098","+"
"1645","TRINITY_DN72617_c0_g1_i2","MA_95477","11099","13166","+"
"1646","TRINITY_DN73328_c0_g2_i1","MA_18331","61075","62836","+"
"1647","TRINITY_DN73904_c1_g1_i1","MA_15769|MA_159248","11402|25965","11484|26226","-|+"
"1648","TRINITY_DN74065_c0_g1_i1","MA_81431","7684","9148","-"
"1649","TRINITY_DN74131_c0_g2_i1","MA_10434314|MA_135835","12974|25385","13214|27120","-|-"
"1650","TRINITY_DN74391_c0_g1_i2","MA_165676","29886","31158","+"
"1651","TRINITY_DN74640_c0_g1_i1","MA_10430286|MA_162336","15589|11249","15781|12195","-|+"
"1652","TRINITY_DN75050_c0_g1_i1","MA_140355","18474","20493","+"
"1653","TRINITY_DN75187_c2_g1_i1","MA_10356314|MA_182589","9668|26011","10253|26596","-|-"
"1654","TRINITY_DN75382_c0_g1_i1","MA_10426489","7829","8869","+"
"1655","TRINITY_DN75692_c0_g1_i3","MA_10366215|MA_10436072","10625|16125","10725|16277","+|-"
"1656","TRINITY_DN75769_c0_g1_i1","MA_117784","12837","13737","-"
"1657","TRINITY_DN75883_c0_g1_i1","MA_99177","2018","3137","-"
"1658","TRINITY_DN76386_c0_g1_i1","MA_15007","65145","65500","-"
"1659","TRINITY_DN76494_c0_g1_i1","MA_32670","29309","35160","-"
"1660","TRINITY_DN78056_c1_g2_i1","MA_89690","12094","13330","+"
"1661","TRINITY_DN78221_c0_g1_i1","MA_171883","9736","10216","-"
"1662","TRINITY_DN79335_c0_g1_i1","MA_10433563","9945","12642","-"
"1663","TRINITY_DN80183_c0_g2_i1","MA_14571","49743","51178","+"
"1664","TRINITY_DN81814_c0_g1_i1","MA_10435486","42388","43526","+"
"1665","TRINITY_DN81841_c0_g1_i1","MA_53784","10256","11275","+"
"1666","TRINITY_DN83203_c0_g1_i4","MA_19762|MA_2408","56139|21170","56738|21410","-|-"
"1667","TRINITY_DN83342_c0_g1_i1","MA_10434872","21219","22718","+"
"1668","TRINITY_DN83324_c0_g1_i1","MA_117729","10534","10783","+"
"1669","TRINITY_DN84234_c0_g1_i2","MA_25560","1954","3564","+"
"1670","TRINITY_DN84543_c0_g1_i2","MA_10429163|MA_10436776|MA_170370","4267|48759|3650","5400|49894|4785","-|-|+"
"1671","TRINITY_DN84805_c0_g1_i1","MA_117636","494","1333","-"
"1672","TRINITY_DN84993_c0_g1_i1","MA_10432470","16537","17661","+"
"1673","TRINITY_DN85530_c0_g1_i2","MA_21957","12781","13972","+"
"1674","TRINITY_DN86160_c0_g1_i1","MA_10427416","36281","37783","+"
"1675","TRINITY_DN87052_c0_g1_i1","MA_158424","9783","11028","+"
"1676","TRINITY_DN87258_c0_g1_i1","MA_11380","52885","54256","+"
"1677","TRINITY_DN88288_c0_g1_i1","MA_72185","8616","9540","+"
"1678","TRINITY_DN88569_c0_g1_i1","MA_83382","25695","26752","-"
"1679","TRINITY_DN88569_c0_g1_i2","MA_83382","25695","26752","-"
"1680","TRINITY_DN89980_c0_g1_i1","MA_70916","7432","8559","-"
"1681","TRINITY_DN90018_c1_g1_i1","MA_10437174","490","909","+"
"1682","TRINITY_DN90341_c0_g1_i1","MA_18397","5151","5894","+"
"1683","TRINITY_DN90465_c0_g1_i1","MA_10427626|MA_186120","5274|11885","6252|12933","+|-"
"1684","TRINITY_DN91165_c0_g1_i1","MA_13984","15584","16640","-"
"1685","TRINITY_DN93556_c0_g1_i1","MA_10435636","10802","12015","+"
"1686","TRINITY_DN93698_c0_g2_i1","MA_213396|MA_63212","1|6813","988|7015","-|+"
"1687","TRINITY_DN93669_c0_g1_i1","MA_115032","7616","9376","-"
"1688","TRINITY_DN93750_c0_g1_i1","MA_10428327","4908","6033","+"
"1689","TRINITY_DN94040_c0_g1_i3","MA_10426407","1444","2106","+"
"1690","TRINITY_DN94195_c0_g1_i1","MA_18708","53765","56537","+"
"1691","TRINITY_DN94352_c0_g1_i2","MA_47582","3159","11028","+"
"1692","TRINITY_DN94858_c0_g1_i1","MA_15821","29244","34491","+"
"1693","TRINITY_DN94825_c0_g1_i2","MA_48047","38272","39250","+"
"1694","TRINITY_DN94968_c0_g2_i1","MA_10329504","30321","31686","-"
"1695","TRINITY_DN95467_c0_g1_i1","MA_10432161","10259","11442","+"
"1696","TRINITY_DN96030_c0_g1_i1","MA_56476","9304","10930","+"
"1697","TRINITY_DN96496_c0_g1_i1","MA_53407","8522","9306","+"
"1698","TRINITY_DN98086_c0_g1_i1","MA_7452","5972","6665","+"
"1699","TRINITY_DN98416_c1_g1_i3","MA_37003","3380","8310","+"
"1700","TRINITY_DN99852_c0_g1_i1","MA_114300","4648","5836","-"
"1701","TRINITY_DN99878_c1_g1_i4","MA_98660","2238","2979","-"
"1702","TRINITY_DN99878_c0_g1_i1","MA_10428376","27233","28316","+"
"1703","TRINITY_DN100373_c0_g1_i2","MA_60789","2536","3525","-"
"1704","TRINITY_DN100883_c0_g2_i1","MA_10428770|MA_164369","11095|2365","12679|3299","-|+"
"1705","TRINITY_DN101615_c0_g1_i1","MA_15842","6507","7697","-"
"1706","TRINITY_DN101976_c0_g1_i1","MA_18049","64503","66806","-"
"1707","TRINITY_DN104182_c0_g1_i1","MA_32448","24152","25753","+"
"1708","TRINITY_DN104624_c0_g1_i1","MA_12059","44316","45547","-"
"1709","TRINITY_DN105051_c0_g6_i1","MA_178212","19028","20916","-"
"1710","TRINITY_DN105296_c0_g1_i2","MA_12806","42167","45265","-"
"1711","TRINITY_DN105260_c0_g1_i2","MA_169209","4740","4832","-"
"1712","TRINITY_DN106180_c0_g1_i1","MA_10435600","34165","34573","+"
"1713","TRINITY_DN107223_c0_g1_i2","MA_158278","3596","4916","-"
"1714","TRINITY_DN107917_c0_g1_i1","MA_139514","14156","15234","-"
"1715","TRINITY_DN108903_c0_g1_i1","MA_91047","35596","36708","-"
"1716","TRINITY_DN109346_c0_g2_i1","MA_10436794","9341","10766","-"
"1717","TRINITY_DN109950_c0_g1_i1","MA_17795|MA_914471|MA_914471","70691|3225|3361","70710|3282|3400","-|-|-"
"1718","TRINITY_DN112518_c2_g1_i1","MA_83109","9819","11409","-"
"1719","TRINITY_DN112609_c0_g1_i1","MA_16677","6413","6642","+"
"1720","TRINITY_DN113305_c0_g1_i1","MA_11029","8955","9672","+"
"1721","TRINITY_DN113583_c0_g2_i1","MA_37749","24936","26148","-"
"1722","TRINITY_DN113651_c0_g1_i1","MA_18892","55101","56121","-"
"1723","TRINITY_DN113667_c0_g1_i1","MA_12166","31958","32348","+"
"1724","TRINITY_DN115082_c0_g1_i1","MA_29814","8733","10090","+"
"1725","TRINITY_DN115453_c0_g2_i1","MA_8534","19834","20841","-"
"1726","TRINITY_DN115455_c0_g1_i1","MA_12551","79175","80573","+"
"1727","TRINITY_DN115712_c0_g1_i1","MA_4339","40446","42047","-"
"1728","TRINITY_DN116302_c0_g1_i1","MA_10435459","11929","12729","-"
"1729","TRINITY_DN118059_c0_g1_i1","MA_10300290|MA_173409","7493|5646","7879|7343","+|+"
"1730","TRINITY_DN119111_c0_g1_i1","MA_10426337","22621","24331","+"
"1731","TRINITY_DN120484_c0_g1_i1","MA_10430447","6352","7170","+"
"1732","TRINITY_DN120806_c0_g1_i1","MA_10431500|MA_10431500","2813|3267","3207|4034","-|-"
"1733","TRINITY_DN120874_c0_g1_i1","MA_18726","53960","56970","-"
"1734","TRINITY_DN121140_c0_g1_i1","MA_110029","12977","14067","+"
"1735","TRINITY_DN121499_c0_g1_i1","MA_10428257","11759","12981","+"
"1736","TRINITY_DN121665_c0_g1_i1","MA_104824","8861","11357","-"
"1737","TRINITY_DN121937_c0_g1_i1","MA_10436992|MA_19081","2355|5967","3113|11851","-|+"
"1738","TRINITY_DN122421_c0_g1_i1","MA_20270","5671","15213","+"
"1739","TRINITY_DN124622_c0_g1_i1","MA_3619","8408","9076","+"
"1740","TRINITY_DN125235_c0_g1_i1","MA_100742","31012","31875","-"
"1741","TRINITY_DN126367_c0_g1_i1","MA_10352367","4380","6097","-"
"1742","TRINITY_DN126426_c0_g1_i1","MA_2473","34431","35767","-"
"1743","TRINITY_DN134126_c0_g1_i1","MA_12503","39869","40228","+"
"1744","TRINITY_DN134553_c0_g1_i1","MA_10433759","42155","42893","-"
"1745","TRINITY_DN135827_c0_g1_i1","MA_98013","14527","15693","+"
"1746","TRINITY_DN135951_c0_g1_i1","MA_10431770","67442","68453","-"
"1747","TRINITY_DN136356_c0_g1_i1","MA_21214","28623","29571","-"
"1748","TRINITY_DN136547_c0_g1_i1","MA_657","17016","18301","-"
"1749","TRINITY_DN136799_c0_g1_i1","MA_10435221","31282","32274","-"
"1750","TRINITY_DN139090_c0_g1_i1","MA_6790","3749","4143","-"
"1751","TRINITY_DN147445_c0_g1_i1","MA_140292","787","1705","-"
"1752","TRINITY_DN147698_c0_g1_i1","MA_12806","45218","46125","-"
"1753","TRINITY_DN148017_c0_g1_i1","MA_9035","22593","23848","+"
"1754","TRINITY_DN150055_c0_g1_i1","MA_37576","21568","22126","+"
"1755","TRINITY_DN150165_c0_g1_i1","MA_18676","78086","78806","+"
"1756","TRINITY_DN151984_c0_g1_i1","MA_185705","32429","33070","-"
"1757","TRINITY_DN156905_c0_g1_i1","MA_24759","47156","47734","+"
"1758","TRINITY_DN157059_c0_g1_i1","MA_10432543","3051","4499","+"
"1759","TRINITY_DN157193_c0_g1_i1","MA_35761","15868","16723","+"
"1760","TRINITY_DN157222_c0_g1_i1","MA_10433556","6160","7499","-"
"1761","TRINITY_DN157578_c0_g1_i1","MA_131708","4360","5724","-"
"1762","TRINITY_DN157795_c0_g1_i1","MA_10435600","31436","32367","+"
"1763","TRINITY_DN157956_c0_g1_i1","MA_15756","26380","27137","-"
"1764","TRINITY_DN157950_c0_g1_i1","MA_10434872","17817","19903","+"
"1765","TRINITY_DN158383_c0_g1_i1","MA_126084","5418","6523","+"
"1766","TRINITY_DN163658_c0_g1_i1","MA_41944","22429","22842","+"
"1767","TRINITY_DN168116_c0_g1_i1","MA_89804","4851","5527","-"
"1768","TRINITY_DN168351_c0_g1_i1","MA_56007","9211","9759","+"
"1769","TRINITY_DN168319_c0_g1_i1","MA_10381465","12034","13177","-"
"1770","TRINITY_DN168560_c0_g1_i1","MA_46635","10805","12118","+"
"1771","TRINITY_DN168882_c0_g1_i1","MA_126854","2168","3086","-"
"1772","TRINITY_DN169225_c0_g1_i1","MA_53784","9107","10068","+"
"1773","TRINITY_DN169559_c0_g1_i1","MA_60060","7537","8392","-"
"1774","TRINITY_DN174062_c0_g1_i1","MA_10430987","17353","17917","-"
